name_a,name_b,severity,mechanism,source,url
insulin,enalapril,moderate,ACE inhibitors can potentiate the hypoglycaemic effect of sulfonylureas/insulin via improved insulin sensitivity.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=enalapril
insulin,ramipril,moderate,ACE inhibitors can potentiate the hypoglycaemic effect of sulfonylureas/insulin via improved insulin sensitivity.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=ramipril
insulin,lisinopril,moderate,ACE inhibitors can potentiate the hypoglycaemic effect of sulfonylureas/insulin via improved insulin sensitivity.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=lisinopril
insulin,captopril,moderate,ACE inhibitors can potentiate the hypoglycaemic effect of sulfonylureas/insulin via improved insulin sensitivity.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=captopril
insulin,perindopril,moderate,ACE inhibitors can potentiate the hypoglycaemic effect of sulfonylureas/insulin via improved insulin sensitivity.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=perindopril
glimepiride,metoprolol,moderate,"Beta-blockers can mask adrenergic hypoglycaemia warning signs (tachycardia, tremor) and blunt counter-regulatory glucose response.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=metoprolol
glimepiride,atenolol,moderate,"Beta-blockers can mask adrenergic hypoglycaemia warning signs (tachycardia, tremor) and blunt counter-regulatory glucose response.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=atenolol
glimepiride,propranolol,moderate,"Beta-blockers can mask adrenergic hypoglycaemia warning signs (tachycardia, tremor) and blunt counter-regulatory glucose response.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=propranolol
glimepiride,bisoprolol,moderate,"Beta-blockers can mask adrenergic hypoglycaemia warning signs (tachycardia, tremor) and blunt counter-regulatory glucose response.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=bisoprolol
glimepiride,carvedilol,moderate,"Beta-blockers can mask adrenergic hypoglycaemia warning signs (tachycardia, tremor) and blunt counter-regulatory glucose response.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=carvedilol
glipizide,metoprolol,moderate,"Beta-blockers can mask adrenergic hypoglycaemia warning signs (tachycardia, tremor) and blunt counter-regulatory glucose response.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=metoprolol
glipizide,atenolol,moderate,"Beta-blockers can mask adrenergic hypoglycaemia warning signs (tachycardia, tremor) and blunt counter-regulatory glucose response.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=atenolol
glipizide,propranolol,moderate,"Beta-blockers can mask adrenergic hypoglycaemia warning signs (tachycardia, tremor) and blunt counter-regulatory glucose response.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=propranolol
glipizide,bisoprolol,moderate,"Beta-blockers can mask adrenergic hypoglycaemia warning signs (tachycardia, tremor) and blunt counter-regulatory glucose response.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=bisoprolol
glipizide,carvedilol,moderate,"Beta-blockers can mask adrenergic hypoglycaemia warning signs (tachycardia, tremor) and blunt counter-regulatory glucose response.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=carvedilol
glyburide,metoprolol,moderate,"Beta-blockers can mask adrenergic hypoglycaemia warning signs (tachycardia, tremor) and blunt counter-regulatory glucose response.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=metoprolol
glyburide,atenolol,moderate,"Beta-blockers can mask adrenergic hypoglycaemia warning signs (tachycardia, tremor) and blunt counter-regulatory glucose response.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=atenolol
glyburide,propranolol,moderate,"Beta-blockers can mask adrenergic hypoglycaemia warning signs (tachycardia, tremor) and blunt counter-regulatory glucose response.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=propranolol
glyburide,bisoprolol,moderate,"Beta-blockers can mask adrenergic hypoglycaemia warning signs (tachycardia, tremor) and blunt counter-regulatory glucose response.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=bisoprolol
glyburide,carvedilol,moderate,"Beta-blockers can mask adrenergic hypoglycaemia warning signs (tachycardia, tremor) and blunt counter-regulatory glucose response.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=carvedilol
gliclazide,metoprolol,moderate,"Beta-blockers can mask adrenergic hypoglycaemia warning signs (tachycardia, tremor) and blunt counter-regulatory glucose response.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=metoprolol
gliclazide,atenolol,moderate,"Beta-blockers can mask adrenergic hypoglycaemia warning signs (tachycardia, tremor) and blunt counter-regulatory glucose response.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=atenolol
gliclazide,propranolol,moderate,"Beta-blockers can mask adrenergic hypoglycaemia warning signs (tachycardia, tremor) and blunt counter-regulatory glucose response.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=propranolol
gliclazide,bisoprolol,moderate,"Beta-blockers can mask adrenergic hypoglycaemia warning signs (tachycardia, tremor) and blunt counter-regulatory glucose response.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=bisoprolol
gliclazide,carvedilol,moderate,"Beta-blockers can mask adrenergic hypoglycaemia warning signs (tachycardia, tremor) and blunt counter-regulatory glucose response.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=carvedilol
metformin,metoprolol,moderate,"Beta-blockers can mask adrenergic hypoglycaemia warning signs (tachycardia, tremor) and blunt counter-regulatory glucose response.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=metoprolol
metformin,atenolol,moderate,"Beta-blockers can mask adrenergic hypoglycaemia warning signs (tachycardia, tremor) and blunt counter-regulatory glucose response.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=atenolol
metformin,propranolol,moderate,"Beta-blockers can mask adrenergic hypoglycaemia warning signs (tachycardia, tremor) and blunt counter-regulatory glucose response.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=propranolol
metformin,bisoprolol,moderate,"Beta-blockers can mask adrenergic hypoglycaemia warning signs (tachycardia, tremor) and blunt counter-regulatory glucose response.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=bisoprolol
metformin,carvedilol,moderate,"Beta-blockers can mask adrenergic hypoglycaemia warning signs (tachycardia, tremor) and blunt counter-regulatory glucose response.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=carvedilol
insulin,metoprolol,moderate,"Beta-blockers can mask adrenergic hypoglycaemia warning signs (tachycardia, tremor) and blunt counter-regulatory glucose response.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=metoprolol
insulin,atenolol,moderate,"Beta-blockers can mask adrenergic hypoglycaemia warning signs (tachycardia, tremor) and blunt counter-regulatory glucose response.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=atenolol
insulin,propranolol,moderate,"Beta-blockers can mask adrenergic hypoglycaemia warning signs (tachycardia, tremor) and blunt counter-regulatory glucose response.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=propranolol
insulin,bisoprolol,moderate,"Beta-blockers can mask adrenergic hypoglycaemia warning signs (tachycardia, tremor) and blunt counter-regulatory glucose response.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=bisoprolol
insulin,carvedilol,moderate,"Beta-blockers can mask adrenergic hypoglycaemia warning signs (tachycardia, tremor) and blunt counter-regulatory glucose response.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=carvedilol
glimepiride,prednisolone,moderate,"Corticosteroids induce insulin resistance and hyperglycaemia, antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=prednisolone
glimepiride,dexamethasone,moderate,"Corticosteroids induce insulin resistance and hyperglycaemia, antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=dexamethasone
glimepiride,methylprednisolone,moderate,"Corticosteroids induce insulin resistance and hyperglycaemia, antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=methylprednisolone
glimepiride,betamethasone,moderate,"Corticosteroids induce insulin resistance and hyperglycaemia, antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=betamethasone
glipizide,prednisolone,moderate,"Corticosteroids induce insulin resistance and hyperglycaemia, antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=prednisolone
glipizide,dexamethasone,moderate,"Corticosteroids induce insulin resistance and hyperglycaemia, antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=dexamethasone
glipizide,methylprednisolone,moderate,"Corticosteroids induce insulin resistance and hyperglycaemia, antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=methylprednisolone
glipizide,betamethasone,moderate,"Corticosteroids induce insulin resistance and hyperglycaemia, antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=betamethasone
glyburide,prednisolone,moderate,"Corticosteroids induce insulin resistance and hyperglycaemia, antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=prednisolone
glyburide,dexamethasone,moderate,"Corticosteroids induce insulin resistance and hyperglycaemia, antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=dexamethasone
glyburide,methylprednisolone,moderate,"Corticosteroids induce insulin resistance and hyperglycaemia, antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=methylprednisolone
glyburide,betamethasone,moderate,"Corticosteroids induce insulin resistance and hyperglycaemia, antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=betamethasone
gliclazide,prednisolone,moderate,"Corticosteroids induce insulin resistance and hyperglycaemia, antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=prednisolone
gliclazide,dexamethasone,moderate,"Corticosteroids induce insulin resistance and hyperglycaemia, antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=dexamethasone
gliclazide,methylprednisolone,moderate,"Corticosteroids induce insulin resistance and hyperglycaemia, antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=methylprednisolone
gliclazide,betamethasone,moderate,"Corticosteroids induce insulin resistance and hyperglycaemia, antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=betamethasone
metformin,prednisolone,moderate,"Corticosteroids induce insulin resistance and hyperglycaemia, antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=prednisolone
metformin,dexamethasone,moderate,"Corticosteroids induce insulin resistance and hyperglycaemia, antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=dexamethasone
metformin,methylprednisolone,moderate,"Corticosteroids induce insulin resistance and hyperglycaemia, antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=methylprednisolone
metformin,betamethasone,moderate,"Corticosteroids induce insulin resistance and hyperglycaemia, antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=betamethasone
insulin,prednisolone,moderate,"Corticosteroids induce insulin resistance and hyperglycaemia, antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=prednisolone
insulin,dexamethasone,moderate,"Corticosteroids induce insulin resistance and hyperglycaemia, antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=dexamethasone
insulin,methylprednisolone,moderate,"Corticosteroids induce insulin resistance and hyperglycaemia, antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=methylprednisolone
insulin,betamethasone,moderate,"Corticosteroids induce insulin resistance and hyperglycaemia, antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=betamethasone
glimepiride,hydrochlorothiazide,minor,"Thiazides can impair glucose tolerance, modestly antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=hydrochlorothiazide
glimepiride,chlorthalidone,minor,"Thiazides can impair glucose tolerance, modestly antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=chlorthalidone
glimepiride,indapamide,minor,"Thiazides can impair glucose tolerance, modestly antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=indapamide
glipizide,hydrochlorothiazide,minor,"Thiazides can impair glucose tolerance, modestly antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=hydrochlorothiazide
glipizide,chlorthalidone,minor,"Thiazides can impair glucose tolerance, modestly antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=chlorthalidone
glipizide,indapamide,minor,"Thiazides can impair glucose tolerance, modestly antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=indapamide
glyburide,hydrochlorothiazide,minor,"Thiazides can impair glucose tolerance, modestly antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=hydrochlorothiazide
glyburide,chlorthalidone,minor,"Thiazides can impair glucose tolerance, modestly antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=chlorthalidone
glyburide,indapamide,minor,"Thiazides can impair glucose tolerance, modestly antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=indapamide
gliclazide,hydrochlorothiazide,minor,"Thiazides can impair glucose tolerance, modestly antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=hydrochlorothiazide
gliclazide,chlorthalidone,minor,"Thiazides can impair glucose tolerance, modestly antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=chlorthalidone
gliclazide,indapamide,minor,"Thiazides can impair glucose tolerance, modestly antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=indapamide
metformin,hydrochlorothiazide,minor,"Thiazides can impair glucose tolerance, modestly antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=hydrochlorothiazide
metformin,chlorthalidone,minor,"Thiazides can impair glucose tolerance, modestly antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=chlorthalidone
metformin,indapamide,minor,"Thiazides can impair glucose tolerance, modestly antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=indapamide
insulin,hydrochlorothiazide,minor,"Thiazides can impair glucose tolerance, modestly antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=hydrochlorothiazide
insulin,chlorthalidone,minor,"Thiazides can impair glucose tolerance, modestly antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=chlorthalidone
insulin,indapamide,minor,"Thiazides can impair glucose tolerance, modestly antagonising glycaemic control.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=indapamide
diazepam,tramadol,major,"Combined CNS and respiratory depression can cause profound sedation, respiratory depression, coma, and death.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=tramadol
diazepam,morphine,major,"Combined CNS and respiratory depression can cause profound sedation, respiratory depression, coma, and death.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=morphine
diazepam,codeine,major,"Combined CNS and respiratory depression can cause profound sedation, respiratory depression, coma, and death.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=codeine
diazepam,fentanyl,major,"Combined CNS and respiratory depression can cause profound sedation, respiratory depression, coma, and death.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=fentanyl
diazepam,oxycodone,major,"Combined CNS and respiratory depression can cause profound sedation, respiratory depression, coma, and death.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=oxycodone
diazepam,pethidine,major,"Combined CNS and respiratory depression can cause profound sedation, respiratory depression, coma, and death.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=pethidine
alprazolam,tramadol,major,"Combined CNS and respiratory depression can cause profound sedation, respiratory depression, coma, and death.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=tramadol
alprazolam,morphine,major,"Combined CNS and respiratory depression can cause profound sedation, respiratory depression, coma, and death.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=morphine
alprazolam,codeine,major,"Combined CNS and respiratory depression can cause profound sedation, respiratory depression, coma, and death.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=codeine
alprazolam,fentanyl,major,"Combined CNS and respiratory depression can cause profound sedation, respiratory depression, coma, and death.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=fentanyl
alprazolam,oxycodone,major,"Combined CNS and respiratory depression can cause profound sedation, respiratory depression, coma, and death.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=oxycodone
alprazolam,pethidine,major,"Combined CNS and respiratory depression can cause profound sedation, respiratory depression, coma, and death.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=pethidine
lorazepam,tramadol,major,"Combined CNS and respiratory depression can cause profound sedation, respiratory depression, coma, and death.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=tramadol
lorazepam,morphine,major,"Combined CNS and respiratory depression can cause profound sedation, respiratory depression, coma, and death.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=morphine
lorazepam,codeine,major,"Combined CNS and respiratory depression can cause profound sedation, respiratory depression, coma, and death.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=codeine
lorazepam,fentanyl,major,"Combined CNS and respiratory depression can cause profound sedation, respiratory depression, coma, and death.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=fentanyl
lorazepam,oxycodone,major,"Combined CNS and respiratory depression can cause profound sedation, respiratory depression, coma, and death.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=oxycodone
lorazepam,pethidine,major,"Combined CNS and respiratory depression can cause profound sedation, respiratory depression, coma, and death.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=pethidine
clonazepam,tramadol,major,"Combined CNS and respiratory depression can cause profound sedation, respiratory depression, coma, and death.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=tramadol
clonazepam,morphine,major,"Combined CNS and respiratory depression can cause profound sedation, respiratory depression, coma, and death.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=morphine
clonazepam,codeine,major,"Combined CNS and respiratory depression can cause profound sedation, respiratory depression, coma, and death.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=codeine
clonazepam,fentanyl,major,"Combined CNS and respiratory depression can cause profound sedation, respiratory depression, coma, and death.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=fentanyl
clonazepam,oxycodone,major,"Combined CNS and respiratory depression can cause profound sedation, respiratory depression, coma, and death.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=oxycodone
clonazepam,pethidine,major,"Combined CNS and respiratory depression can cause profound sedation, respiratory depression, coma, and death.","pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=pethidine
chlorpheniramine,diazepam,moderate,Additive sedation and CNS/respiratory depression.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=diazepam
chlorpheniramine,alprazolam,moderate,Additive sedation and CNS/respiratory depression.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=alprazolam
chlorpheniramine,lorazepam,moderate,Additive sedation and CNS/respiratory depression.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=lorazepam
chlorpheniramine,clonazepam,moderate,Additive sedation and CNS/respiratory depression.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=clonazepam
diphenhydramine,diazepam,moderate,Additive sedation and CNS/respiratory depression.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=diazepam
diphenhydramine,alprazolam,moderate,Additive sedation and CNS/respiratory depression.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=alprazolam
diphenhydramine,lorazepam,moderate,Additive sedation and CNS/respiratory depression.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=lorazepam
diphenhydramine,clonazepam,moderate,Additive sedation and CNS/respiratory depression.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=clonazepam
promethazine,diazepam,moderate,Additive sedation and CNS/respiratory depression.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=diazepam
promethazine,alprazolam,moderate,Additive sedation and CNS/respiratory depression.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=alprazolam
promethazine,lorazepam,moderate,Additive sedation and CNS/respiratory depression.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=lorazepam
promethazine,clonazepam,moderate,Additive sedation and CNS/respiratory depression.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=clonazepam
chlorpheniramine,tramadol,moderate,Additive CNS depression increases sedation and respiratory-depression risk.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=tramadol
chlorpheniramine,morphine,moderate,Additive CNS depression increases sedation and respiratory-depression risk.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=morphine
chlorpheniramine,codeine,moderate,Additive CNS depression increases sedation and respiratory-depression risk.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=codeine
chlorpheniramine,fentanyl,moderate,Additive CNS depression increases sedation and respiratory-depression risk.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=fentanyl
chlorpheniramine,oxycodone,moderate,Additive CNS depression increases sedation and respiratory-depression risk.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=oxycodone
chlorpheniramine,pethidine,moderate,Additive CNS depression increases sedation and respiratory-depression risk.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=pethidine
diphenhydramine,tramadol,moderate,Additive CNS depression increases sedation and respiratory-depression risk.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=tramadol
diphenhydramine,morphine,moderate,Additive CNS depression increases sedation and respiratory-depression risk.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=morphine
diphenhydramine,codeine,moderate,Additive CNS depression increases sedation and respiratory-depression risk.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=codeine
diphenhydramine,fentanyl,moderate,Additive CNS depression increases sedation and respiratory-depression risk.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=fentanyl
diphenhydramine,oxycodone,moderate,Additive CNS depression increases sedation and respiratory-depression risk.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=oxycodone
diphenhydramine,pethidine,moderate,Additive CNS depression increases sedation and respiratory-depression risk.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=pethidine
promethazine,tramadol,moderate,Additive CNS depression increases sedation and respiratory-depression risk.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=tramadol
promethazine,morphine,moderate,Additive CNS depression increases sedation and respiratory-depression risk.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=morphine
promethazine,codeine,moderate,Additive CNS depression increases sedation and respiratory-depression risk.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=codeine
promethazine,fentanyl,moderate,Additive CNS depression increases sedation and respiratory-depression risk.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=fentanyl
promethazine,oxycodone,moderate,Additive CNS depression increases sedation and respiratory-depression risk.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=oxycodone
promethazine,pethidine,moderate,Additive CNS depression increases sedation and respiratory-depression risk.,"pharmacology reference (class-effect, curated)",https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=pethidine
